"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00000724",978,0,0,0,0,0,0
"WBGene00000725",987,0,0,0,0,0,0
"WBGene00000726",1341,0,0,0,0,0,0
"WBGene00000727",1103,0,0,0,0,0,0
"WBGene00000728",958,1,0,0,0,0,0
"WBGene00000729",986,0,0,0,0,0,0
"WBGene00000730",953,0,0,0,0,0,0
"WBGene00000731",1215,0,0,0,0,0,1
"WBGene00000732",1081,0,0,0,0,0,0
"WBGene00000733",1119,0,0,0,0,0,0
"WBGene00000734",936,0,0,0,0,0,0
"WBGene00000735",930,0,0,0,0,0,0
"WBGene00000736",2289,0,0,0,0,0,0
"WBGene00000737",1276,0,0,0,0,0,0
"WBGene00000738",1092,0,0,0,0,0,2
"WBGene00000739",906,0,0,0,0,0,0
"WBGene00000740",906,0,0,0,0,0,0
"WBGene00000741",906,0,0,0,0,0,0
"WBGene00000742",903,0,0,0,0,0,0
"WBGene00000743",903,0,0,0,0,0,0
"WBGene00000744",924,0,0,0,0,0,0
"WBGene00000745",1424,0,0,0,0,0,0
"WBGene00000746",1119,0,0,0,0,0,0
"WBGene00000747",1328,0,0,0,0,0,0
"WBGene00000748",923,0,0,0,0,0,0
"WBGene00000749",1082,0,0,0,0,0,0
"WBGene00000750",1470,0,0,0,0,0,0
"WBGene00000751",964,0,0,0,0,0,0
"WBGene00000752",969,0,0,0,0,0,0
"WBGene00000753",903,0,0,0,0,0,0
"WBGene00000754",1116,1,0,0,0,0,0
"WBGene00000755",854,0,0,0,0,0,0
"WBGene00000756",1073,0,0,0,0,0,0
"WBGene00000757",909,0,0,0,0,0,0
"WBGene00000758",1021,0,0,0,0,0,0
"WBGene00000759",1439,0,0,0,0,0,0
"WBGene00000760",1003,0,0,0,0,0,0
"WBGene00000761",1562,18,18,41,26,56,70
"WBGene00000762",1385,15,20,31,17,83,40
"WBGene00000763",913,2,6,9,6,25,12
"WBGene00000764",753,5,15,15,4,21,18
"WBGene00000765",968,47,44,104,56,147,131
"WBGene00000766",1371,37,17,40,29,91,71
"WBGene00000767",2365,61,30,92,94,185,177
"WBGene00000768",1985,0,0,0,0,0,0
"WBGene00000770",2308,42,35,33,41,77,78
"WBGene00000771",1851,0,0,0,0,0,0
"WBGene00000772",2803,344,201,465,319,621,563
"WBGene00000773",1402,157,131,253,155,419,293
"WBGene00000774",1101,80,93,136,86,252,251
"WBGene00000775",1473,0,0,1,0,0,1
"WBGene00000776",1190,0,0,1,0,2,3
"WBGene00000777",917,197,329,223,228,498,547
"WBGene00000778",738,0,0,4,3,9,3
"WBGene00000779",612,0,0,0,0,1,0
"WBGene00000780",569,0,0,0,0,0,1
"WBGene00000781",1078,0,1,0,0,0,0
"WBGene00000782",1065,0,0,0,0,0,0
"WBGene00000783",1369,0,0,0,0,0,0
"WBGene00000784",1129,0,0,0,0,0,0
"WBGene00000785",1205,1,0,0,0,0,0
"WBGene00000786",1260,0,0,0,0,0,1
"WBGene00000787",1010,4,1,3,4,7,6
"WBGene00000788",993,0,1,0,0,0,2
"WBGene00000789",1564,0,0,1,0,0,1
"WBGene00000792",5606,0,0,0,0,2,3
"WBGene00000793",2418,9,18,13,3,98,45
"WBGene00000794",1317,223,154,322,179,633,448
"WBGene00000795",1068,15,33,20,13,56,35
"WBGene00000796",2726,114,41,192,134,354,356
"WBGene00000797",1166,51,56,82,48,133,135
"WBGene00000798",747,18,38,39,23,56,54
"WBGene00000799",1435,2,1,1,2,2,2
"WBGene00000800",2991,89,56,63,31,157,124
"WBGene00000801",1744,0,1,0,0,1,0
"WBGene00000802",1401,806,737,941,547,2054,1690
"WBGene00000803",3281,37,22,50,27,70,77
"WBGene00000804",824,76,168,85,53,276,197
"WBGene00000812",2689,11,6,15,6,34,16
"WBGene00000813",1894,84,33,113,83,228,165
"WBGene00000814",1632,147,60,212,128,367,303
"WBGene00000815",1687,128,57,153,89,216,203
"WBGene00000816",1697,17,13,27,18,68,55
"WBGene00000817",1203,103,129,136,79,247,209
"WBGene00000818",1483,91,82,151,104,228,189
"WBGene00000819",1612,0,0,0,0,1,0
"WBGene00000820",2724,0,0,0,0,0,0
"WBGene00000821",1141,0,0,0,0,0,0
"WBGene00000822",1409,1,0,0,0,0,0
"WBGene00000829",1118,94,90,115,69,175,203
"WBGene00000830",1554,0,0,0,0,0,0
"WBGene00000831",1611,0,1,1,0,1,6
"WBGene00000832",3244,22,18,25,10,49,46
"WBGene00000833",1710,617,555,713,498,998,921
"WBGene00000834",3955,152,51,173,113,279,281
"WBGene00000835",395,11,11,25,13,40,28
"WBGene00000836",2589,165,86,177,118,258,236
"WBGene00000837",3151,98,51,98,73,191,181
"WBGene00000838",3165,25,21,11,13,39,53
"WBGene00000839",2761,50,12,86,53,112,105
"WBGene00000840",2589,48,30,122,66,164,128
"WBGene00000841",2281,0,0,0,1,1,3
"WBGene00000843",905,167,199,231,160,429,358
"WBGene00000845",1426,0,0,0,0,0,0
"WBGene00000846",2700,139,91,231,147,270,265
"WBGene00000851",1497,0,0,0,0,0,0
"WBGene00000853",1856,0,0,0,0,0,0
"WBGene00000854",1746,47,13,91,49,164,113
"WBGene00000857",1726,1,2,4,1,8,2
"WBGene00000858",1427,0,0,0,0,2,0
"WBGene00000859",391,0,0,0,0,0,0
"WBGene00000860",447,0,0,0,0,0,0
"WBGene00000861",477,0,0,0,0,0,0
"WBGene00000862",1341,1,0,1,4,1,0
"WBGene00000863",2083,114,37,164,51,233,120
"WBGene00000864",755,0,0,0,0,1,0
"WBGene00000865",1691,1146,733,1522,1031,2234,1955
"WBGene00000866",1268,150,135,366,233,486,417
"WBGene00000867",1334,259,233,593,380,832,718
"WBGene00000868",1461,2160,1538,2348,1482,3867,3079
"WBGene00000869",1455,48,78,50,42,110,104
"WBGene00000870",2012,13,8,15,4,24,17
"WBGene00000871",2114,12,9,19,14,36,37
"WBGene00000872",4519,64,18,88,27,144,63
"WBGene00000874",4156,49,20,58,49,100,106
"WBGene00000875",2200,300,186,418,251,692,558
"WBGene00000876",1675,134,67,201,113,346,282
"WBGene00000877",684,10,43,22,13,57,43
"WBGene00000878",703,0,2,0,1,2,2
"WBGene00000879",640,169,265,191,132,519,422
"WBGene00000880",1627,64,20,116,89,258,207
"WBGene00000881",752,193,330,315,224,606,503
"WBGene00000882",700,8,17,21,5,35,23
"WBGene00000883",635,452,919,550,331,1778,1396
"WBGene00000884",1864,73,30,134,61,212,138
"WBGene00000885",1012,39,25,68,35,115,111
"WBGene00000886",672,51,44,75,46,172,133
"WBGene00000887",615,40,44,59,42,134,108
"WBGene00000888",605,32,65,63,44,130,130
"WBGene00000889",1053,52,45,97,49,200,123
"WBGene00000890",1372,99,53,128,87,213,167
"WBGene00000891",2096,75,38,136,74,214,168
"WBGene00000892",2242,6,4,12,4,65,39
"WBGene00000893",1883,0,0,0,0,0,0
"WBGene00000894",2301,135,67,77,49,161,84
"WBGene00000895",1571,0,0,0,0,0,0
"WBGene00000896",476,136,244,296,227,403,363
"WBGene00000897",2505,124,49,86,30,134,87
"WBGene00000898",8296,12,14,27,10,101,63
"WBGene00000899",3177,18,3,38,24,39,34
"WBGene00000900",3097,80,43,117,47,135,99
"WBGene00000901",2649,26,36,25,16,47,41
"WBGene00000902",2934,0,0,0,2,0,0
"WBGene00000903",1645,0,0,0,0,0,2
"WBGene00000904",1791,0,0,1,0,0,0
"WBGene00000905",2062,0,0,0,0,0,0
"WBGene00000906",3644,0,0,0,0,0,0
"WBGene00000907",4177,0,0,0,0,0,0
"WBGene00000908",4442,0,0,0,0,0,5
"WBGene00000910",1272,4,5,13,3,10,12
"WBGene00000911",5883,186,52,218,153,394,360
"WBGene00000912",3685,94,74,111,61,164,155
"WBGene00000913",3333,802,266,1020,575,1895,1439
"WBGene00000914",3140,57,21,60,34,95,77
"WBGene00000915",2359,898,1193,1187,829,2481,2460
"WBGene00000917",1301,31,22,48,27,92,61
"WBGene00000920",766,0,0,0,0,0,0
"WBGene00000923",749,3,24,5,9,22,25
"WBGene00000928",423,0,0,0,0,0,0
"WBGene00000929",1116,27,24,44,25,74,49
"WBGene00000930",817,0,0,0,0,0,0
"WBGene00000931",3158,156,106,225,149,462,431
"WBGene00000932",487,0,0,0,0,0,2
"WBGene00000933",1235,18,18,22,19,63,58
"WBGene00000934",2074,0,0,0,0,1,0
"WBGene00000935",1991,424,247,440,281,681,547
"WBGene00000936",1727,0,0,0,0,0,1
"WBGene00000937",1657,36,27,62,51,125,99
"WBGene00000938",3712,18,7,31,21,89,52
"WBGene00000939",5883,159,45,211,136,328,247
"WBGene00000940",992,23,38,57,43,104,75
"WBGene00000941",404,10,34,28,21,79,51
"WBGene00000942",3892,5,2,6,0,4,2
"WBGene00000950",2972,0,0,0,0,0,0
"WBGene00000951",1918,0,0,0,0,0,0
"WBGene00000952",2434,0,1,0,0,0,0
"WBGene00000953",2027,0,0,0,0,0,1
"WBGene00000955",3998,0,0,0,0,0,1
"WBGene00000958",3754,0,0,0,0,0,0
"WBGene00000959",3666,12,11,17,8,22,16
"WBGene00000960",2566,1,0,2,0,4,2
"WBGene00000961",2585,2,8,8,0,5,9
"WBGene00000962",13864,352,114,392,188,637,396
"WBGene00000963",1609,0,0,0,0,1,1
"WBGene00000964",1693,0,0,3,0,0,0
"WBGene00000965",1224,77,65,118,86,154,138
"WBGene00000966",1204,0,0,0,0,0,1
"WBGene00000967",1031,2,1,2,1,1,4
"WBGene00000968",1054,0,0,1,0,0,0
"WBGene00000969",1329,1,0,0,4,3,3
"WBGene00000970",1448,67,32,113,48,203,107
"WBGene00000971",1299,0,0,0,0,0,0
"WBGene00000972",1222,0,0,0,0,0,0
"WBGene00000973",1033,4,6,20,12,20,32
"WBGene00000974",796,4,25,13,22,27,34
"WBGene00000975",2170,24,28,36,15,70,49
"WBGene00000976",1307,18,12,21,9,25,19
"WBGene00000977",884,0,0,0,0,0,0
"WBGene00000978",996,0,0,0,0,0,0
"WBGene00000979",1341,0,0,0,0,0,0
"WBGene00000980",1648,3,0,4,1,4,2
"WBGene00000981",941,0,0,0,0,0,7
"WBGene00000982",1132,23,23,41,20,59,51
"WBGene00000983",1458,0,0,0,0,0,2
"WBGene00000984",905,0,0,0,0,0,0
"WBGene00000985",1144,174,126,281,158,498,350
"WBGene00000986",958,0,0,0,0,0,0
"WBGene00000987",1881,0,0,1,0,5,0
"WBGene00000988",987,5,3,11,4,19,14
"WBGene00000989",1163,0,0,0,0,0,0
"WBGene00000990",1067,9,12,15,7,23,18
"WBGene00000991",1409,0,2,1,1,0,22
"WBGene00000992",1394,0,1,2,2,1,1
"WBGene00000993",1052,38,25,53,41,95,60
"WBGene00000994",3434,55,23,76,58,132,84
"WBGene00000995",2744,61,17,55,39,80,61
"WBGene00000996",1158,95,99,132,76,246,151
"WBGene00000998",39690,0,0,1,0,4,2
"WBGene00001000",2483,14,5,6,3,14,21
"WBGene00001001",3044,180,72,295,170,419,325
"WBGene00001002",1902,126,73,188,104,327,256
"WBGene00001005",537,323,516,427,246,763,664
"WBGene00001006",3780,30,22,26,22,48,65
"WBGene00001007",1528,102,75,153,78,288,205
"WBGene00001008",3156,4,1,4,1,2,1
"WBGene00001016",3472,58,26,80,59,139,116
"WBGene00001017",4358,95,28,157,70,290,142
"WBGene00001018",1155,92,48,144,113,237,198
"WBGene00001019",1668,63,43,91,56,138,122
"WBGene00001020",1256,35,19,50,47,94,78
"WBGene00001021",627,2,1,6,0,9,1
"WBGene00001022",1023,10,3,26,16,23,27
"WBGene00001023",3761,1008,349,1322,721,1855,1380
"WBGene00001025",1965,16,8,18,18,24,39
"WBGene00001026",2768,153,76,243,176,347,336
"WBGene00001027",2115,90,53,163,97,209,171
"WBGene00001028",1697,38,22,48,35,120,102
"WBGene00001029",2059,308,107,539,332,810,711
"WBGene00001030",1674,331,307,420,254,538,542
"WBGene00001031",1398,91,107,79,50,161,147
"WBGene00001032",1179,38,21,39,13,52,33
"WBGene00001033",694,16,11,36,14,47,54
"WBGene00001034",1559,40,43,77,57,176,136
"WBGene00001035",1537,70,19,140,76,257,198
"WBGene00001036",841,42,29,47,35,125,86
"WBGene00001037",1537,147,89,104,81,214,183
"WBGene00001038",2245,10,4,6,2,5,10
"WBGene00001039",426,6,7,7,5,13,18
"WBGene00001040",963,53,22,48,25,107,84
"WBGene00001041",1019,133,85,251,146,372,251
"WBGene00001042",1541,0,0,0,0,0,0
"WBGene00001043",2709,44,18,58,36,103,78
"WBGene00001044",1284,12,9,12,28,39,53
"WBGene00001045",2501,18,27,64,38,75,82
"WBGene00001046",1623,9,9,33,19,68,33
"WBGene00001047",2718,170,109,182,144,323,322
"WBGene00001048",824,38,24,70,35,124,86
"WBGene00001049",3152,34,34,52,40,94,96
"WBGene00001050",1246,16,9,27,22,53,51
"WBGene00001051",693,181,190,369,201,493,409
"WBGene00001052",2405,0,0,0,0,0,2
"WBGene00001053",2717,0,0,0,0,1,2
"WBGene00001054",2564,0,0,0,0,0,0
"WBGene00001055",2557,0,0,0,0,0,0
"WBGene00001056",3039,417,123,494,219,730,441
"WBGene00001057",2086,43,23,57,57,102,113
"WBGene00001058",2361,119,176,162,133,301,338
"WBGene00001059",2462,0,0,0,0,0,1
"WBGene00001060",2240,45,8,76,34,112,80
"WBGene00001061",2198,174,76,228,111,382,297
"WBGene00001062",1128,0,0,0,0,0,0
"WBGene00001063",4342,1,0,0,0,0,0
"WBGene00001064",1324,0,0,0,0,0,0
"WBGene00001065",961,0,0,0,0,0,0
"WBGene00001066",1004,0,0,0,0,0,0
"WBGene00001067",855,0,0,0,0,0,0
"WBGene00001068",4041,0,0,0,0,0,0
"WBGene00001069",1147,0,0,0,0,0,0
"WBGene00001070",1513,0,0,0,0,0,0
"WBGene00001071",1049,0,0,0,0,0,0
"WBGene00001072",1593,12,7,17,11,22,16
"WBGene00001073",1394,149,113,185,113,206,230
"WBGene00001074",989,0,0,0,0,0,0
"WBGene00001075",1053,0,0,0,0,1,0
"WBGene00001076",1111,0,0,3,0,3,6
"WBGene00001077",1840,33,38,58,42,89,96
"WBGene00001078",2155,21,4,21,12,37,29
"WBGene00001079",2703,0,0,0,0,0,0
"WBGene00001080",5666,44,20,44,38,94,85
"WBGene00001081",10867,119,30,214,106,246,231
"WBGene00001082",1980,53,25,60,13,74,50
"WBGene00001085",4238,171,35,200,147,339,258
"WBGene00001086",5303,80,31,123,62,192,174
"WBGene00001087",4665,20,6,8,3,47,29
"WBGene00001088",587,173,197,252,132,390,291
"WBGene00001089",3454,41,12,45,30,77,82
"WBGene00001090",3300,54,15,103,81,156,135
"WBGene00001091",3100,0,0,0,0,1,13
"WBGene00001092",947,1,3,3,0,5,4
"WBGene00001093",2465,229,87,326,193,546,398
"WBGene00001094",1747,367,339,416,330,765,642
"WBGene00001095",1893,33,23,32,37,68,63
"WBGene00001096",1321,0,0,0,0,0,0
"WBGene00001099",2816,0,0,0,0,1,2
"WBGene00001101",4424,31,22,32,47,83,99
"WBGene00001102",2493,186,98,294,148,374,334
"WBGene00001103",808,0,0,0,0,0,0
"WBGene00001104",1024,1,2,1,0,4,1
"WBGene00001105",1022,0,0,1,1,2,2
"WBGene00001106",1107,0,0,0,0,0,0
"WBGene00001107",1119,0,0,0,0,0,0
"WBGene00001108",1019,0,0,0,0,0,0
"WBGene00001109",1620,0,0,0,0,0,0
"WBGene00001110",2830,13,6,15,12,21,21
"WBGene00001111",1865,0,0,0,0,0,0
"WBGene00001112",3083,86,28,110,71,172,180
"WBGene00001113",3055,0,0,2,0,1,3
"WBGene00001115",2047,6,3,13,4,12,17
"WBGene00001116",3840,0,0,1,0,3,4
"WBGene00001117",3169,0,0,1,0,2,1
"WBGene00001118",4190,0,0,0,0,0,0
"WBGene00001119",1395,1,0,1,2,1,1
"WBGene00001121",1878,12,5,13,7,21,16
"WBGene00001122",2313,0,0,0,0,2,1
"WBGene00001123",1918,0,0,0,0,0,0
"WBGene00001127",1714,0,0,2,0,1,2
"WBGene00001129",1849,0,0,0,0,0,1
"WBGene00001130",2702,8,10,7,6,11,14
"WBGene00001131",11508,10,1,17,1,18,26
"WBGene00001132",4700,0,0,1,1,6,3
"WBGene00001133",1609,0,0,0,0,0,1
"WBGene00001134",3288,109,35,162,90,251,233
"WBGene00001135",2218,0,0,0,0,0,0
"WBGene00001136",1516,0,0,0,0,0,0
"WBGene00001137",3231,757,507,805,524,1371,1143
"WBGene00001145",2409,5,5,19,12,29,35
"WBGene00001147",3186,0,0,2,0,1,0
"WBGene00001148",3328,22,13,13,4,13,12
"WBGene00001149",1845,0,0,1,0,1,2
"WBGene00001150",2519,2,0,3,0,4,3
"WBGene00001151",1065,24,36,30,40,80,79
"WBGene00001152",1003,10,2,6,3,15,19
"WBGene00001153",1268,88,68,122,85,243,206
"WBGene00001154",1465,0,0,0,0,3,2
"WBGene00001155",1016,70,66,122,71,257,162
"WBGene00001156",774,0,0,0,0,0,0
"WBGene00001157",1449,0,0,0,0,0,1
"WBGene00001158",1650,0,0,0,0,0,0
"WBGene00001159",2356,0,0,0,0,0,1
"WBGene00001160",2707,82,39,88,68,155,142
"WBGene00001161",1393,88,32,120,90,209,144
"WBGene00001162",1804,2,1,0,0,3,0
"WBGene00001163",957,0,0,0,1,0,0
"WBGene00001164",874,0,0,0,0,0,0
"WBGene00001165",1352,5,6,13,3,4,8
"WBGene00001166",3060,394,198,535,292,924,765
"WBGene00001167",2800,1216,833,1340,864,2469,2213
"WBGene00001168",1537,6339,7876,10751,9170,19244,20348
"WBGene00001169",1917,32,34,5,3,45,38
"WBGene00001170",559,0,0,0,0,0,0
"WBGene00001171",3327,0,0,0,0,1,0
"WBGene00001172",2565,1,0,1,0,0,8
"WBGene00001173",3767,213,79,186,106,339,262
"WBGene00001174",1570,0,0,0,0,1,0
"WBGene00001175",1631,20,2,15,7,26,28
"WBGene00001177",5631,10,15,19,12,24,41
"WBGene00001178",3396,47,25,40,28,60,63
"WBGene00001179",4507,1,1,9,5,18,5
"WBGene00001182",3082,0,0,0,0,0,0
"WBGene00001184",4887,0,0,0,0,0,0
"WBGene00001185",872,0,0,0,0,0,0
"WBGene00001186",1686,45,38,36,19,75,60
"WBGene00001187",6465,0,0,0,1,0,7
"WBGene00001188",2019,0,0,0,0,0,0
"WBGene00001189",1696,0,2,1,0,0,11
"WBGene00001190",2344,2,0,2,1,0,4
"WBGene00001193",1304,47,44,92,56,140,95
"WBGene00001194",4079,93,52,106,70,175,165
"WBGene00001196",3928,7,1,6,1,10,12
"WBGene00001202",1846,0,0,0,0,0,0
"WBGene00001204",1411,1,0,0,0,0,0
"WBGene00001207",2730,1,1,1,0,3,0
"WBGene00001208",2211,0,0,0,0,0,1
"WBGene00001209",3588,321,199,371,239,622,506
"WBGene00001210",1401,0,0,0,0,0,0
"WBGene00001211",1929,0,0,0,0,0,0
"WBGene00001214",5291,130,73,232,163,398,348
"WBGene00001215",5351,11,16,20,9,49,50
"WBGene00001223",1023,0,0,0,0,0,0
"WBGene00001224",2710,77,35,94,64,174,117
"WBGene00001225",2595,146,129,161,105,260,240
"WBGene00001226",3011,307,149,358,202,645,517
"WBGene00001227",1809,164,89,238,166,371,328
"WBGene00001228",1648,18,29,44,33,95,82
"WBGene00001229",1258,110,120,125,104,241,218
"WBGene00001230",1073,10,14,25,22,45,30
"WBGene00001231",1466,22,20,50,22,80,63
"WBGene00001232",1280,28,21,43,26,70,60
"WBGene00001233",841,87,135,105,82,210,153
"WBGene00001234",1005,73,127,94,54,187,183
"WBGene00001235",521,48,71,68,40,137,124
"WBGene00001236",1819,3,5,8,3,10,16
"WBGene00001237",571,0,0,0,0,0,0
"WBGene00001239",1061,236,268,221,172,376,369
"WBGene00001240",1037,14,8,20,16,25,28
"WBGene00001241",1565,19,16,28,14,49,52
"WBGene00001242",942,0,0,5,3,3,4
"WBGene00001243",922,8,0,13,6,20,13
"WBGene00001244",926,2,3,4,4,13,6
"WBGene00001245",1143,0,0,0,0,0,0
"WBGene00001246",952,0,0,0,1,1,0
"WBGene00001247",1161,0,0,0,0,0,0
"WBGene00001248",2816,0,0,0,0,0,0
"WBGene00001249",2212,9,1,19,5,22,24
"WBGene00001250",1558,0,0,1,0,0,0
"WBGene00001251",1466,0,0,0,0,0,0
"WBGene00001252",388,0,0,0,0,0,0
"WBGene00001253",1405,4,5,0,4,10,6
"WBGene00001258",4875,91,28,96,55,275,204
"WBGene00001259",4865,331,119,482,310,782,573
"WBGene00001262",2294,95,52,70,60,140,137
"WBGene00001263",5611,0,0,0,0,5,0
"WBGene00001281",2033,159,53,225,87,295,261
"WBGene00001284",3243,55,40,91,112,172,236
"WBGene00001303",437,136,230,252,172,455,360
"WBGene00001309",657,59,88,36,19,113,89
"WBGene00001310",749,0,0,0,0,1,0
"WBGene00001311",865,0,0,1,0,0,0
"WBGene00001320",1629,496,309,701,423,845,726
"WBGene00001324",2930,86,27,111,44,137,99
"WBGene00001325",3035,91,29,115,57,178,184
"WBGene00001328",11247,0,0,8,0,1,2
"WBGene00001329",2258,186,161,228,156,343,369
"WBGene00001330",3787,20,8,31,14,42,22
"WBGene00001331",1079,58,36,102,61,145,130
"WBGene00001332",2201,114,55,116,66,194,146
"WBGene00001333",2437,199,19,127,21,147,44
"WBGene00001334",1777,80,34,104,59,196,179
"WBGene00001335",1938,29,17,55,26,86,64
"WBGene00001336",2495,139,98,155,119,269,297
"WBGene00001337",3554,25,11,32,41,78,110
"WBGene00001338",1573,5,2,6,6,14,11
"WBGene00001340",3679,66,56,151,102,249,248
"WBGene00001345",4411,3,10,9,8,14,14
"WBGene00001352",4928,81,19,143,81,216,183
"WBGene00001358",627,4,11,11,8,16,14
"WBGene00001362",2431,0,0,0,0,0,0
"WBGene00001365",2109,4,1,3,3,10,8
"WBGene00001366",3105,2,1,1,3,7,3
"WBGene00001368",2191,2,4,2,0,3,2
"WBGene00001371",765,26,55,54,23,85,57
"WBGene00001372",1037,73,49,87,49,167,121
"WBGene00001373",1780,0,0,0,0,0,0
"WBGene00001374",4947,0,0,0,0,0,0
"WBGene00001377",1861,4,1,5,6,15,13
"WBGene00001385",653,1,1,0,0,1,14
"WBGene00001386",612,0,3,1,0,1,0
"WBGene00001387",673,0,0,0,0,0,4
"WBGene00001388",712,0,0,0,0,0,0
"WBGene00001389",655,0,0,0,0,0,0
"WBGene00001390",908,0,0,0,0,0,0
"WBGene00001391",666,0,0,0,0,0,1
"WBGene00001392",782,0,0,0,0,0,1
"WBGene00001393",1416,273,219,343,281,618,533
"WBGene00001394",1255,0,4,0,2,0,4
"WBGene00001395",1492,1,0,5,2,8,4
"WBGene00001396",1540,79,37,140,55,169,107
"WBGene00001397",1104,0,0,0,0,0,2
"WBGene00001398",1166,0,1,0,0,0,0
"WBGene00001399",1126,0,0,0,0,0,0
"WBGene00001400",1853,0,0,0,0,0,0
"WBGene00001401",2255,34,41,59,45,91,107
"WBGene00001402",2286,6,27,7,13,23,43
"WBGene00001403",3114,1,0,0,0,0,0
"WBGene00001404",2048,52,92,73,46,153,128
"WBGene00001405",1471,77,49,87,58,165,123
"WBGene00001406",1134,19,38,24,22,74,51
"WBGene00001410",2295,4,0,2,2,1,3
"WBGene00001411",2348,45,30,89,60,121,104
"WBGene00001412",1794,170,176,234,137,375,270
"WBGene00001413",1674,117,37,137,67,224,150
"WBGene00001414",6267,0,0,0,0,0,0
"WBGene00001423",1375,734,962,963,593,1870,1462
"WBGene00001424",520,0,0,0,0,0,1
"WBGene00001425",634,25,45,31,23,64,63
"WBGene00001426",497,103,104,128,75,255,214
"WBGene00001427",506,182,275,218,88,441,287
"WBGene00001428",1023,1,0,0,1,2,2
"WBGene00001429",1024,0,0,0,0,0,0
"WBGene00001430",1033,27,26,33,22,41,25
"WBGene00001431",1478,165,197,171,115,378,389
"WBGene00001432",1495,0,1,7,1,5,6
"WBGene00001433",1218,0,0,0,0,0,0
"WBGene00001434",1248,0,0,1,0,0,0
"WBGene00001435",1389,8,4,8,15,11,22
"WBGene00001436",1488,6,6,6,3,14,10
"WBGene00001437",1448,0,1,2,1,1,0
"WBGene00001438",1388,1,0,0,0,1,1
"WBGene00001439",5072,20,12,21,12,19,26
"WBGene00001440",1095,0,0,0,0,0,2
"WBGene00001441",3778,2,2,2,1,4,5
"WBGene00001442",863,10,8,9,13,19,9
"WBGene00001443",4615,61,15,59,28,133,78
"WBGene00001444",687,0,0,0,0,0,6
"WBGene00001445",610,0,0,0,0,0,2
"WBGene00001446",874,0,0,0,0,0,3
"WBGene00001447",724,0,0,0,0,0,1
"WBGene00001448",587,0,0,0,0,0,1
"WBGene00001449",730,0,0,0,0,0,2
"WBGene00001450",754,0,0,0,0,0,2
"WBGene00001451",715,0,0,0,0,0,4
"WBGene00001452",633,0,0,0,0,0,7
"WBGene00001453",681,0,0,0,0,0,1
"WBGene00001454",741,0,0,0,0,0,2
"WBGene00001455",1013,0,0,0,0,0,6
"WBGene00001456",762,0,0,0,0,0,2
"WBGene00001457",477,0,0,0,0,0,10
"WBGene00001458",448,0,0,0,0,0,6
"WBGene00001459",646,0,0,1,0,1,4
"WBGene00001460",728,0,0,0,0,0,1
"WBGene00001461",973,0,0,0,0,0,3
"WBGene00001462",670,0,0,0,0,0,1
"WBGene00001463",505,0,0,0,0,0,2
"WBGene00001464",444,0,0,0,0,0,5
"WBGene00001465",1965,0,0,0,0,0,0
"WBGene00001466",875,0,0,6,1,0,1
"WBGene00001468",2038,0,0,0,0,0,0
"WBGene00001470",4462,95,22,126,88,201,191
"WBGene00001475",8070,0,0,0,1,2,3
"WBGene00001476",2001,0,0,0,0,0,0
"WBGene00001477",1659,0,0,0,0,0,0
"WBGene00001478",1628,0,0,0,0,0,2
"WBGene00001479",2022,1,0,0,0,0,3
"WBGene00001480",1751,4,0,3,0,11,2
"WBGene00001481",2118,34,36,38,31,89,68
"WBGene00001482",1167,46,41,56,43,92,85
"WBGene00001483",998,5,0,3,0,1,1
"WBGene00001484",2521,28,23,43,22,76,53
"WBGene00001485",1888,52,27,59,34,123,101
"WBGene00001486",846,12,15,25,14,46,20
"WBGene00001487",1466,0,0,0,0,0,0
"WBGene00001488",14662,83,26,103,53,140,114
"WBGene00001489",2098,8,2,17,24,47,25
"WBGene00001490",6406,2,4,7,7,3,4
"WBGene00001491",2521,125,43,120,77,154,210
"WBGene00001492",5224,0,0,0,1,2,1
"WBGene00001493",3566,94,27,106,34,166,115
"WBGene00001494",2842,2,5,3,4,5,3
"WBGene00001495",893,0,0,0,0,0,0
"WBGene00001496",1772,31,14,29,34,82,56
"WBGene00001497",2021,112,110,192,122,281,278
"WBGene00001498",1904,72,72,132,78,222,218
"WBGene00001499",1353,232,252,300,192,470,406
"WBGene00001500",606,0,0,0,0,0,0
"WBGene00001501",651,0,0,3,0,0,3
"WBGene00001502",1295,266,281,247,143,390,302
"WBGene00001503",1679,375,367,300,222,620,571
"WBGene00001505",3885,0,0,0,0,0,0
"WBGene00001506",1205,0,0,0,0,0,0
"WBGene00001507",1208,0,0,0,0,0,0
"WBGene00001508",2177,0,0,0,0,1,0
"WBGene00001509",2540,141,37,194,130,282,223
"WBGene00001510",2996,67,46,56,56,93,131
"WBGene00001511",1879,420,230,542,416,885,735
"WBGene00001512",1775,0,0,0,0,0,0
"WBGene00001513",1978,221,161,367,247,639,505
"WBGene00001514",2317,151,130,158,113,346,335
"WBGene00001515",1890,0,0,1,0,3,0
"WBGene00001516",7364,140,49,184,74,248,221
"WBGene00001517",2407,0,0,0,0,0,0
"WBGene00001518",2590,0,0,0,0,1,1
"WBGene00001519",2232,0,0,0,0,0,0
"WBGene00001520",1688,62,73,83,65,153,146
"WBGene00001522",1356,12,4,21,6,25,13
"WBGene00001523",1351,0,0,0,0,0,0
